YEAR,ROUND,TEAM1,TEAM1SEED,TEAM1REC,TEAM1RPI,TEAM1TOP50,TEAM1SCORE,TEAM2,TEAM2SEED,TEAM2REC,TEAM2RPI,TEAM2TOP50,TEAM2SCORE,WINNINGTEAM
2002,1,creighton,12,0.719,44,0.375,83,florida,5,0.71,17,0.429,82,0
2002,1,texas,6,0.647,15,0.444,70,bostoncollege,11,0.625,46,0.333,57,0
2002,1,bostoncollege,11,0.625,46,0.333,57,texas,6,0.647,15,0.444,70,1
2002,1,wakeforest,7,0.618,26,0.308,83,pepperdine,10,0.7,57,0.3,74,0
2002,1,pepperdine,10,0.7,57,0.3,74,wakeforest,7,0.618,26,0.308,83,1
2002,1,stanford,8,0.667,30,0.4,84,westernky,9,0.867,34,0.5,68,0
2002,1,westernky,9,0.867,34,0.5,68,stanford,8,0.667,30,0.4,84,1
2002,2,duke,1,0.886,4,0.867,84,notredame,8,0.656,35,0.417,77,0
2002,2,notredame,8,0.656,35,0.417,77,duke,1,0.886,4,0.867,84,1
2002,2,alabama,2,0.771,9,0.625,58,kentst,10,0.829,16,0.5,71,1
2002,2,kentst,10,0.829,16,0.5,71,alabama,2,0.771,9,0.625,58,0
2002,2,pittsburgh,3,0.824,13,0.583,63,california,6,0.719,25,0.5,50,0
2002,2,california,6,0.719,25,0.5,50,pittsburgh,3,0.824,13,0.583,63,1
2002,2,uncwilmington,13,0.697,52,0.25,67,indiana,5,0.667,8,0.55,76,1
2002,2,indiana,5,0.667,8,0.55,76,uncwilmington,13,0.697,52,0.25,67,0
2002,2,cincinnati,1,0.886,5,0.75,101,ucla,8,0.636,23,0.471,105,1
2002,2,ucla,8,0.636,23,0.471,105,cincinnati,1,0.886,5,0.75,101,0
2002,2,oklahoma,2,0.861,3,0.722,78,xavier,7,0.812,14,0.571,65,0
2002,2,xavier,7,0.812,14,0.571,65,oklahoma,2,0.861,3,0.722,78,1
2002,2,arizona,3,0.706,6,0.55,68,wyoming,11,0.7,62,0.444,60,0
2002,2,wyoming,11,0.7,62,0.444,60,arizona,3,0.706,6,0.55,68,1
2002,2,ohiost,4,0.75,19,0.4,67,missouri,12,0.667,37,0.429,83,1
2002,2,missouri,12,0.667,37,0.429,83,ohiost,4,0.75,19,0.4,67,0
2002,2,maryland,1,0.889,1,0.75,87,wisconsin,8,0.581,50,0.6,57,0
2002,2,wisconsin,8,0.581,50,0.6,57,maryland,1,0.889,1,0.75,87,1
2002,2,connecticut,2,0.794,7,0.706,77,northcarolinast,7,0.676,31,0.182,74,0
2002,2,northcarolinast,7,0.676,31,0.182,74,connecticut,2,0.794,7,0.706,77,1
2002,2,georgia,3,0.688,18,0.545,75,southernill,11,0.778,41,0.625,77,1
2002,2,southernill,11,0.778,41,0.625,77,georgia,3,0.688,18,0.545,75,0
2002,2,kentucky,4,0.677,10,0.529,87,tulsa,12,0.788,33,0.143,82,0
2002,2,tulsa,12,0.788,33,0.143,82,kentucky,4,0.677,10,0.529,87,1
2002,2,kansas,1,0.886,2,0.812,86,stanford,8,0.667,30,0.4,63,0
2002,2,stanford,8,0.667,30,0.4,63,kansas,1,0.886,2,0.812,86,1
2002,2,oregon,2,0.735,24,0.714,92,wakeforest,7,0.618,26,0.308,87,0
2002,2,wakeforest,7,0.618,26,0.308,87,oregon,2,0.735,24,0.714,92,1
2002,2,mississippist,3,0.771,12,0.5,64,texas,6,0.647,15,0.444,68,1
2002,2,texas,6,0.647,15,0.444,68,mississippist,3,0.771,12,0.5,64,0
2002,2,illinois,4,0.743,11,0.556,72,creighton,12,0.719,44,0.375,60,0
2002,2,creighton,12,0.719,44,0.375,60,illinois,4,0.743,11,0.556,72,1
2002,3,duke,1,0.886,4,0.867,73,indiana,5,0.667,8,0.55,74,1
2002,3,indiana,5,0.667,8,0.55,74,duke,1,0.886,4,0.867,73,0
2002,3,kentst,10,0.829,16,0.5,78,pittsburgh,3,0.824,13,0.583,73,0
2002,3,pittsburgh,3,0.824,13,0.583,73,kentst,10,0.829,16,0.5,78,1
2002,3,ucla,8,0.636,23,0.471,73,missouri,12,0.667,37,0.429,82,1
2002,3,missouri,12,0.667,37,0.429,82,ucla,8,0.636,23,0.471,73,0
2002,3,oklahoma,2,0.861,3,0.722,88,arizona,3,0.706,6,0.55,67,0
2002,3,arizona,3,0.706,6,0.55,67,oklahoma,2,0.861,3,0.722,88,1
2002,3,maryland,1,0.889,1,0.75,78,kentucky,4,0.677,10,0.529,68,0
2002,3,kentucky,4,0.677,10,0.529,68,maryland,1,0.889,1,0.75,78,1
2002,3,connecticut,2,0.794,7,0.706,71,southernill,11,0.778,41,0.625,59,0
2002,3,southernill,11,0.778,41,0.625,59,connecticut,2,0.794,7,0.706,71,1
2002,3,kansas,1,0.886,2,0.812,73,illinois,4,0.743,11,0.556,69,0
2002,3,illinois,4,0.743,11,0.556,69,kansas,1,0.886,2,0.812,73,1
2002,3,oregon,2,0.735,24,0.714,72,texas,6,0.647,15,0.444,70,0
2002,3,texas,6,0.647,15,0.444,70,oregon,2,0.735,24,0.714,72,1
2002,4,indiana,5,0.667,8,0.55,81,kentst,10,0.829,16,0.5,69,0
2002,4,kentst,10,0.829,16,0.5,69,indiana,5,0.667,8,0.55,81,1
2002,4,missouri,12,0.667,37,0.429,75,oklahoma,2,0.861,3,0.722,81,1
2002,4,oklahoma,2,0.861,3,0.722,81,missouri,12,0.667,37,0.429,75,0
2002,4,maryland,1,0.889,1,0.75,90,connecticut,2,0.794,7,0.706,82,0
2002,4,connecticut,2,0.794,7,0.706,82,maryland,1,0.889,1,0.75,90,1
2002,4,kansas,1,0.886,2,0.812,104,oregon,2,0.735,24,0.714,86,0
2002,4,oregon,2,0.735,24,0.714,86,kansas,1,0.886,2,0.812,104,1
2002,5,indiana,5,0.667,8,0.55,73,oklahoma,2,0.861,3,0.722,64,0
2002,5,oklahoma,2,0.861,3,0.722,64,indiana,5,0.667,8,0.55,73,1
2002,5,maryland,1,0.889,1,0.75,97,kansas,1,0.886,2,0.812,88,0
2002,5,kansas,1,0.886,2,0.812,88,maryland,1,0.889,1,0.75,97,1
2002,6,indiana,5,0.667,8,0.55,52,maryland,1,0.889,1,0.75,64,1
2002,6,maryland,1,0.889,1,0.75,64,indiana,5,0.667,8,0.55,52,0
2003,1,kentucky,1,0.889,1,0.85,95,iupui,16,0.576,153,0.0,64,0
2003,1,iupui,16,0.576,153,0.0,64,kentucky,1,0.889,1,0.85,95,1
2003,1,pittsburgh,2,0.848,9,0.643,87,wagner,15,0.656,100,0.0,61,0
2003,1,wagner,15,0.656,100,0.0,61,pittsburgh,2,0.848,9,0.643,87,1
2003,1,marquette,3,0.818,7,0.667,72,holycross,14,0.833,60,0.333,68,0
2003,1,holycross,14,0.833,60,0.333,68,marquette,3,0.818,7,0.667,72,1
2003,1,dayton,4,0.8,20,0.571,71,tulsa,13,0.697,58,0.25,84,1
2003,1,tulsa,13,0.697,58,0.25,84,dayton,4,0.8,20,0.571,71,0
2003,1,wisconsin,5,0.75,21,0.5,81,weberst,12,0.828,47,0.333,74,0
2003,1,weberst,12,0.828,47,0.333,74,wisconsin,5,0.75,21,0.5,81,1
2003,1,missouri,6,0.667,14,0.438,72,southernill,11,0.774,41,0.25,71,0
2003,1,southernill,11,0.774,41,0.25,71,missouri,6,0.667,14,0.438,72,1
2003,1,indiana,7,0.618,39,0.357,67,alabama,10,0.586,46,0.429,62,0
2003,1,alabama,10,0.586,46,0.429,62,indiana,7,0.618,39,0.357,67,1
2003,1,oregon,8,0.697,51,0.333,58,utah,9,0.75,18,0.636,60,1
2003,1,utah,9,0.75,18,0.636,60,oregon,8,0.697,51,0.333,58,0
2003,1,arizona,1,0.875,6,0.75,80,vermont,16,0.633,143,0.0,51,0
2003,1,vermont,16,0.633,143,0.0,51,arizona,1,0.875,6,0.75,80,1
2003,1,kansas,2,0.778,4,0.611,64,utahst,15,0.71,88,0.5,61,0
2003,1,utahst,15,0.71,88,0.5,61,kansas,2,0.778,4,0.611,64,1
2003,1,duke,3,0.788,11,0.636,67,coloradost,14,0.548,79,0.25,57,0
2003,1,coloradost,14,0.548,79,0.25,57,duke,3,0.788,11,0.636,67,1
2003,1,illinois,4,0.781,15,0.538,65,westernky,13,0.719,59,0.25,60,0
2003,1,westernky,13,0.719,59,0.25,60,illinois,4,0.781,15,0.538,65,1
2003,1,notredame,5,0.706,10,0.5,70,wismilwaukee,12,0.742,52,0.286,69,0
2003,1,wismilwaukee,12,0.742,52,0.286,69,notredame,5,0.706,10,0.5,70,1
2003,1,creighton,6,0.853,26,0.571,73,centralmich,11,0.774,38,0.5,79,1
2003,1,centralmich,11,0.774,38,0.5,79,creighton,6,0.853,26,0.571,73,0
2003,1,memphis,7,0.767,31,0.571,71,arizonast,10,0.613,33,0.308,84,1
2003,1,arizonast,10,0.613,33,0.308,84,memphis,7,0.767,31,0.571,71,0
2003,1,cincinnati,8,0.586,37,0.222,69,gonzaga,9,0.727,40,0.25,74,1
2003,1,gonzaga,9,0.727,40,0.25,74,cincinnati,8,0.586,37,0.222,69,0
2003,1,texas,1,0.788,5,0.611,82,uncasheville,16,0.452,168,0.0,61,0
2003,1,uncasheville,16,0.452,168,0.0,61,texas,1,0.788,5,0.611,82,1
2003,1,florida,2,0.758,17,0.538,85,samhoustonst,15,0.75,92,0.0,55,0
2003,1,samhoustonst,15,0.75,92,0.0,55,florida,2,0.758,17,0.538,85,1
2003,1,xavier,3,0.812,19,0.6,71,troyst,14,0.806,69,0.0,59,0
2003,1,troyst,14,0.806,69,0.0,59,xavier,3,0.812,19,0.6,71,1
2003,1,stanford,4,0.727,22,0.667,77,sandiego,13,0.586,86,0.143,69,0
2003,1,sandiego,13,0.586,86,0.143,69,stanford,4,0.727,22,0.667,77,1
2003,1,connecticut,5,0.697,23,0.533,58,brighamyoung,12,0.719,25,0.222,53,0
2003,1,brighamyoung,12,0.719,25,0.222,53,connecticut,5,0.697,23,0.533,58,1
2003,1,maryland,6,0.677,28,0.417,75,uncwilmington,11,0.774,54,0.0,73,0
2003,1,uncwilmington,11,0.774,54,0.0,73,maryland,6,0.677,28,0.417,75,1
2003,1,michiganst,7,0.629,24,0.562,79,colorado,10,0.625,45,0.364,64,0
2003,1,colorado,10,0.625,45,0.364,64,michiganst,7,0.629,24,0.562,79,1
2003,1,lsu,8,0.656,48,0.385,56,purdue,9,0.633,29,0.462,80,1
2003,1,purdue,9,0.633,29,0.462,80,lsu,8,0.656,48,0.385,56,0
2003,1,oklahoma,1,0.794,3,0.632,71,southcarolinast,16,0.645,181,0.0,54,0
2003,1,southcarolinast,16,0.645,181,0.0,54,oklahoma,1,0.794,3,0.632,71,1
2003,1,wakeforest,2,0.806,12,0.556,76,easttennst,15,0.607,118,0.0,73,0
2003,1,easttennst,15,0.607,118,0.0,73,wakeforest,2,0.806,12,0.556,76,1
2003,1,syracuse,3,0.857,2,0.765,76,manhattan,14,0.767,56,0.333,65,0
2003,1,manhattan,14,0.767,56,0.333,65,syracuse,3,0.857,2,0.765,76,1
2003,1,louisville,4,0.781,13,0.545,86,austinpeay,13,0.714,82,0.333,64,0
2003,1,austinpeay,13,0.714,82,0.333,64,louisville,4,0.781,13,0.545,86,1
2003,1,mississippist,5,0.677,27,0.5,46,butler,12,0.812,30,0.5,47,1
2003,1,butler,12,0.812,30,0.5,47,mississippist,5,0.677,27,0.5,46,0
2003,1,oklahomast,6,0.677,16,0.429,77,pennsylvania,11,0.786,61,0.0,63,0
2003,1,pennsylvania,11,0.786,61,0.0,63,oklahomast,6,0.677,16,0.429,77,1
2003,1,stjosephs,7,0.767,34,0.333,63,auburn,10,0.636,32,0.308,65,1
2003,1,auburn,10,0.636,32,0.308,65,stjosephs,7,0.767,34,0.333,63,0
2003,1,california,8,0.71,36,0.222,76,northcarolinast,9,0.581,55,0.308,74,0
2003,1,northcarolinast,9,0.581,55,0.308,74,california,8,0.71,36,0.222,76,1
2003,2,kentucky,1,0.889,1,0.85,74,utah,9,0.75,18,0.636,54,0
2003,2,utah,9,0.75,18,0.636,54,kentucky,1,0.889,1,0.85,74,1
2003,2,pittsburgh,2,0.848,9,0.643,74,indiana,7,0.618,39,0.357,52,0
2003,2,indiana,7,0.618,39,0.357,52,pittsburgh,2,0.848,9,0.643,74,1
2003,2,marquette,3,0.818,7,0.667,101,missouri,6,0.667,14,0.438,92,0
2003,2,missouri,6,0.667,14,0.438,92,marquette,3,0.818,7,0.667,101,1
2003,2,tulsa,13,0.697,58,0.25,60,wisconsin,5,0.75,21,0.5,61,1
2003,2,wisconsin,5,0.75,21,0.5,61,tulsa,13,0.697,58,0.25,60,0
2003,2,arizona,1,0.875,6,0.75,96,gonzaga,9,0.727,40,0.25,95,0
2003,2,gonzaga,9,0.727,40,0.25,95,arizona,1,0.875,6,0.75,96,1
2003,2,kansas,2,0.778,4,0.611,108,arizonast,10,0.613,33,0.308,76,0
2003,2,arizonast,10,0.613,33,0.308,76,kansas,2,0.778,4,0.611,108,1
2003,2,duke,3,0.788,11,0.636,86,centralmich,11,0.774,38,0.5,60,0
2003,2,centralmich,11,0.774,38,0.5,60,duke,3,0.788,11,0.636,86,1
2003,2,illinois,4,0.781,15,0.538,60,notredame,5,0.706,10,0.5,68,1
2003,2,notredame,5,0.706,10,0.5,68,illinois,4,0.781,15,0.538,60,0
2003,2,texas,1,0.788,5,0.611,77,purdue,9,0.633,29,0.462,67,0
2003,2,purdue,9,0.633,29,0.462,67,texas,1,0.788,5,0.611,77,1
2003,2,florida,2,0.758,17,0.538,46,michiganst,7,0.629,24,0.562,68,1
2003,2,michiganst,7,0.629,24,0.562,68,florida,2,0.758,17,0.538,46,0
2003,2,xavier,3,0.812,19,0.6,64,maryland,6,0.677,28,0.417,77,1
2003,2,maryland,6,0.677,28,0.417,77,xavier,3,0.812,19,0.6,64,0
2003,2,stanford,4,0.727,22,0.667,74,connecticut,5,0.697,23,0.533,85,1
2003,2,connecticut,5,0.697,23,0.533,85,stanford,4,0.727,22,0.667,74,0
2003,2,oklahoma,1,0.794,3,0.632,74,california,8,0.71,36,0.222,65,0
2003,2,california,8,0.71,36,0.222,65,oklahoma,1,0.794,3,0.632,74,1
2003,2,wakeforest,2,0.806,12,0.556,62,auburn,10,0.636,32,0.308,68,1
2003,2,auburn,10,0.636,32,0.308,68,wakeforest,2,0.806,12,0.556,62,0
2003,2,syracuse,3,0.857,2,0.765,68,oklahomast,6,0.677,16,0.429,56,0
2003,2,oklahomast,6,0.677,16,0.429,56,syracuse,3,0.857,2,0.765,68,1
2003,2,louisville,4,0.781,13,0.545,71,butler,12,0.812,30,0.5,79,1
2003,2,butler,12,0.812,30,0.5,79,louisville,4,0.781,13,0.545,71,0
2003,3,kentucky,1,0.889,1,0.85,63,wisconsin,5,0.75,21,0.5,57,0
2003,3,wisconsin,5,0.75,21,0.5,57,kentucky,1,0.889,1,0.85,63,1
2003,3,pittsburgh,2,0.848,9,0.643,74,marquette,3,0.818,7,0.667,77,1
2003,3,marquette,3,0.818,7,0.667,77,pittsburgh,2,0.848,9,0.643,74,0
2003,3,arizona,1,0.875,6,0.75,88,notredame,5,0.706,10,0.5,71,0
2003,3,notredame,5,0.706,10,0.5,71,arizona,1,0.875,6,0.75,88,1
2003,3,kansas,2,0.778,4,0.611,69,duke,3,0.788,11,0.636,65,0
2003,3,duke,3,0.788,11,0.636,65,kansas,2,0.778,4,0.611,69,1
2003,3,texas,1,0.788,5,0.611,82,connecticut,5,0.697,23,0.533,78,0
2003,3,connecticut,5,0.697,23,0.533,78,texas,1,0.788,5,0.611,82,1
2003,3,michiganst,7,0.629,24,0.562,60,maryland,6,0.677,28,0.417,58,0
2003,3,maryland,6,0.677,28,0.417,58,michiganst,7,0.629,24,0.562,60,1
2003,3,oklahoma,1,0.794,3,0.632,65,butler,12,0.812,30,0.5,54,0
2003,3,butler,12,0.812,30,0.5,54,oklahoma,1,0.794,3,0.632,65,1
2003,3,auburn,10,0.636,32,0.308,78,syracuse,3,0.857,2,0.765,79,1
2003,3,syracuse,3,0.857,2,0.765,79,auburn,10,0.636,32,0.308,78,0
2003,4,kentucky,1,0.889,1,0.85,69,marquette,3,0.818,7,0.667,83,1
2003,4,marquette,3,0.818,7,0.667,83,kentucky,1,0.889,1,0.85,69,0
2003,4,arizona,1,0.875,6,0.75,75,kansas,2,0.778,4,0.611,78,1
2003,4,kansas,2,0.778,4,0.611,78,arizona,1,0.875,6,0.75,75,0
2003,4,texas,1,0.788,5,0.611,85,michiganst,7,0.629,24,0.562,76,0
2003,4,michiganst,7,0.629,24,0.562,76,texas,1,0.788,5,0.611,85,1
2003,4,oklahoma,1,0.794,3,0.632,47,syracuse,3,0.857,2,0.765,63,1
2003,4,syracuse,3,0.857,2,0.765,63,oklahoma,1,0.794,3,0.632,47,0
2003,5,marquette,3,0.818,7,0.667,61,kansas,2,0.778,4,0.611,94,1
2003,5,kansas,2,0.778,4,0.611,94,marquette,3,0.818,7,0.667,61,0
2003,5,texas,1,0.788,5,0.611,84,syracuse,3,0.857,2,0.765,95,1
2003,5,syracuse,3,0.857,2,0.765,95,texas,1,0.788,5,0.611,84,0
2003,6,kansas,2,0.778,4,0.611,78,syracuse,3,0.857,2,0.765,81,1
2003,6,syracuse,3,0.857,2,0.765,81,kansas,2,0.778,4,0.611,78,0
2004,1,kentucky,1,0.844,3,0.812,96,floridaam,16,0.469,250,0.0,76,0
2004,1,floridaam,16,0.469,250,0.0,76,kentucky,1,0.844,3,0.812,96,1
2004,1,gonzaga,2,0.903,17,0.25,76,valparaiso,15,0.567,127,0.0,49,0
2004,1,valparaiso,15,0.567,127,0.0,49,gonzaga,2,0.903,17,0.25,76,1
2004,1,georgiatech,3,0.737,7,0.632,65,northerniowa,14,0.667,69,0.333,60,0
2004,1,northerniowa,14,0.667,69,0.333,60,georgiatech,3,0.737,7,0.632,65,1
2004,1,kansas,4,0.719,12,0.364,78,illchicago,13,0.75,93,0.0,53,0
2004,1,illchicago,13,0.75,93,0.0,53,kansas,4,0.719,12,0.364,78,1
2004,1,providence,5,0.69,25,0.615,58,pacific,12,0.75,57,0.4,66,1
2004,1,pacific,12,0.75,57,0.4,66,providence,5,0.69,25,0.615,58,0
2004,1,bostoncollege,6,0.706,23,0.533,58,utah,11,0.719,38,0.286,51,0
2004,1,utah,11,0.719,38,0.286,51,bostoncollege,6,0.706,23,0.533,58,1
2004,1,michiganst,7,0.6,36,0.231,66,nevada,10,0.727,28,0.625,72,1
2004,1,nevada,10,0.727,28,0.625,72,michiganst,7,0.6,36,0.231,66,0
2004,1,washington,8,0.613,64,0.444,100,uab,9,0.688,31,0.385,102,1
2004,1,uab,9,0.688,31,0.385,102,washington,8,0.613,64,0.444,100,0
2004,1,stjosephs,1,0.938,4,0.778,82,liberty,16,0.531,154,0.0,63,0
2004,1,liberty,16,0.531,154,0.0,63,stjosephs,1,0.938,4,0.778,82,1
2004,1,oklahomast,2,0.882,5,0.786,75,easternwash,15,0.552,125,0.0,56,0
2004,1,easternwash,15,0.552,125,0.0,56,oklahomast,2,0.882,5,0.786,75,1
2004,1,pittsburgh,3,0.857,6,0.667,53,ucf,14,0.8,66,0.0,44,0
2004,1,ucf,14,0.8,66,0.0,44,pittsburgh,3,0.857,6,0.667,53,1
2004,1,wakeforest,4,0.677,15,0.529,79,vacommonwealth,13,0.742,59,0.0,78,0
2004,1,vacommonwealth,13,0.742,59,0.0,78,wakeforest,4,0.677,15,0.529,79,1
2004,1,florida,5,0.645,20,0.438,60,manhattan,12,0.806,39,0.5,75,1
2004,1,manhattan,12,0.806,39,0.5,75,florida,5,0.645,20,0.438,60,0
2004,1,wisconsin,6,0.781,11,0.615,76,richmond,11,0.606,48,0.154,64,0
2004,1,richmond,11,0.606,48,0.154,64,wisconsin,6,0.781,11,0.615,76,1
2004,1,memphis,7,0.733,32,0.4,59,southcarolina,10,0.676,47,0.5,43,0
2004,1,southcarolina,10,0.676,47,0.5,43,memphis,7,0.733,32,0.4,59,1
2004,1,texastech,8,0.676,30,0.385,76,charlotte,9,0.7,35,0.455,73,0
2004,1,charlotte,9,0.7,35,0.455,73,texastech,8,0.676,30,0.385,76,1
2004,1,duke,1,0.838,1,0.722,96,alabamast,16,0.516,214,0.0,61,0
2004,1,alabamast,16,0.516,214,0.0,61,duke,1,0.838,1,0.722,96,1
2004,1,mississippist,2,0.867,8,0.667,85,monmouth,15,0.636,111,0.0,52,0
2004,1,monmouth,15,0.636,111,0.0,52,mississippist,2,0.867,8,0.667,85,1
2004,1,texas,3,0.758,9,0.625,66,princeton,14,0.704,117,0.0,49,0
2004,1,princeton,14,0.704,117,0.0,49,texas,3,0.758,9,0.625,66,1
2004,1,cincinnati,4,0.781,10,0.5,80,easttennst,13,0.8,65,0.0,77,0
2004,1,easttennst,13,0.8,65,0.0,77,cincinnati,4,0.781,10,0.5,80,1
2004,1,illinois,5,0.788,22,0.545,72,murrayst,12,0.806,63,0.25,53,0
2004,1,murrayst,12,0.806,63,0.25,53,illinois,5,0.788,22,0.545,72,1
2004,1,northcarolina,6,0.633,21,0.467,63,airforce,11,0.759,74,0.6,52,0
2004,1,airforce,11,0.759,74,0.6,52,northcarolina,6,0.633,21,0.467,63,1
2004,1,xavier,7,0.703,27,0.643,80,louisville,10,0.667,29,0.5,70,0
2004,1,louisville,10,0.667,29,0.5,70,xavier,7,0.703,27,0.643,80,1
2004,1,setonhall,8,0.667,26,0.5,80,arizona,9,0.667,43,0.2,76,0
2004,1,arizona,9,0.667,43,0.2,76,setonhall,8,0.667,26,0.5,80,1
2004,1,stanford,1,0.938,14,0.8,71,texassanantonio,16,0.552,196,0.0,45,0
2004,1,texassanantonio,16,0.552,196,0.0,45,stanford,1,0.938,14,0.8,71,1
2004,1,connecticut,2,0.846,2,0.727,70,vermont,15,0.71,115,0.0,53,0
2004,1,vermont,15,0.71,115,0.0,53,connecticut,2,0.846,2,0.727,70,1
2004,1,northcarolinast,3,0.677,19,0.438,61,lalafayette,14,0.667,71,0.0,52,0
2004,1,lalafayette,14,0.667,71,0.0,52,northcarolinast,3,0.677,19,0.438,61,1
2004,1,maryland,4,0.625,18,0.444,86,utep,13,0.733,50,0.333,83,0
2004,1,utep,13,0.733,50,0.333,83,maryland,4,0.625,18,0.444,86,1
2004,1,syracuse,5,0.742,13,0.529,80,brighamyoung,12,0.69,44,0.333,75,0
2004,1,brighamyoung,12,0.69,44,0.333,75,syracuse,5,0.742,13,0.529,80,1
2004,1,vanderbilt,6,0.697,24,0.533,71,westernmich,11,0.839,49,0.5,58,0
2004,1,westernmich,11,0.839,49,0.5,58,vanderbilt,6,0.697,24,0.533,71,1
2004,1,depaul,7,0.688,34,0.462,76,dayton,10,0.727,42,0.444,69,0
2004,1,dayton,10,0.727,42,0.444,69,depaul,7,0.688,34,0.462,76,1
2004,1,alabama,8,0.606,16,0.333,65,southernill,9,0.833,33,0.0,64,0
2004,1,southernill,9,0.833,33,0.0,64,alabama,8,0.606,16,0.333,65,1
2004,2,kentucky,1,0.844,3,0.812,75,uab,9,0.688,31,0.385,76,1
2004,2,uab,9,0.688,31,0.385,76,kentucky,1,0.844,3,0.812,75,0
2004,2,gonzaga,2,0.903,17,0.25,72,nevada,10,0.727,28,0.625,91,1
2004,2,nevada,10,0.727,28,0.625,91,gonzaga,2,0.903,17,0.25,72,0
2004,2,georgiatech,3,0.737,7,0.632,57,bostoncollege,6,0.706,23,0.533,54,0
2004,2,bostoncollege,6,0.706,23,0.533,54,georgiatech,3,0.737,7,0.632,57,1
2004,2,kansas,4,0.719,12,0.364,78,pacific,12,0.75,57,0.4,63,0
2004,2,pacific,12,0.75,57,0.4,63,kansas,4,0.719,12,0.364,78,1
2004,2,stjosephs,1,0.938,4,0.778,70,texastech,8,0.676,30,0.385,65,0
2004,2,texastech,8,0.676,30,0.385,65,stjosephs,1,0.938,4,0.778,70,1
2004,2,oklahomast,2,0.882,5,0.786,70,memphis,7,0.733,32,0.4,53,0
2004,2,memphis,7,0.733,32,0.4,53,oklahomast,2,0.882,5,0.786,70,1
2004,2,pittsburgh,3,0.857,6,0.667,59,wisconsin,6,0.781,11,0.615,55,0
2004,2,wisconsin,6,0.781,11,0.615,55,pittsburgh,3,0.857,6,0.667,59,1
2004,2,wakeforest,4,0.677,15,0.529,84,manhattan,12,0.806,39,0.5,80,0
2004,2,manhattan,12,0.806,39,0.5,80,wakeforest,4,0.677,15,0.529,84,1
2004,2,duke,1,0.838,1,0.722,90,setonhall,8,0.667,26,0.5,62,0
2004,2,setonhall,8,0.667,26,0.5,62,duke,1,0.838,1,0.722,90,1
2004,2,mississippist,2,0.867,8,0.667,74,xavier,7,0.703,27,0.643,89,1
2004,2,xavier,7,0.703,27,0.643,89,mississippist,2,0.867,8,0.667,74,0
2004,2,texas,3,0.758,9,0.625,78,northcarolina,6,0.633,21,0.467,75,0
2004,2,northcarolina,6,0.633,21,0.467,75,texas,3,0.758,9,0.625,78,1
2004,2,cincinnati,4,0.781,10,0.5,68,illinois,5,0.788,22,0.545,92,1
2004,2,illinois,5,0.788,22,0.545,92,cincinnati,4,0.781,10,0.5,68,0
2004,2,stanford,1,0.938,14,0.8,67,alabama,8,0.606,16,0.333,70,1
2004,2,alabama,8,0.606,16,0.333,70,stanford,1,0.938,14,0.8,67,0
2004,2,connecticut,2,0.846,2,0.727,72,depaul,7,0.688,34,0.462,55,0
2004,2,depaul,7,0.688,34,0.462,55,connecticut,2,0.846,2,0.727,72,1
2004,2,northcarolinast,3,0.677,19,0.438,73,vanderbilt,6,0.697,24,0.533,75,1
2004,2,vanderbilt,6,0.697,24,0.533,75,northcarolinast,3,0.677,19,0.438,73,0
2004,2,maryland,4,0.625,18,0.444,70,syracuse,5,0.742,13,0.529,72,1
2004,2,syracuse,5,0.742,13,0.529,72,maryland,4,0.625,18,0.444,70,0
2004,3,uab,9,0.688,31,0.385,74,kansas,4,0.719,12,0.364,100,1
2004,3,kansas,4,0.719,12,0.364,100,uab,9,0.688,31,0.385,74,0
2004,3,nevada,10,0.727,28,0.625,67,georgiatech,3,0.737,7,0.632,72,1
2004,3,georgiatech,3,0.737,7,0.632,72,nevada,10,0.727,28,0.625,67,0
2004,3,stjosephs,1,0.938,4,0.778,84,wakeforest,4,0.677,15,0.529,80,0
2004,3,wakeforest,4,0.677,15,0.529,80,stjosephs,1,0.938,4,0.778,84,1
2004,3,oklahomast,2,0.882,5,0.786,63,pittsburgh,3,0.857,6,0.667,51,0
2004,3,pittsburgh,3,0.857,6,0.667,51,oklahomast,2,0.882,5,0.786,63,1
2004,3,duke,1,0.838,1,0.722,72,illinois,5,0.788,22,0.545,62,0
2004,3,illinois,5,0.788,22,0.545,62,duke,1,0.838,1,0.722,72,1
2004,3,xavier,7,0.703,27,0.643,79,texas,3,0.758,9,0.625,71,0
2004,3,texas,3,0.758,9,0.625,71,xavier,7,0.703,27,0.643,79,1
2004,3,alabama,8,0.606,16,0.333,80,syracuse,5,0.742,13,0.529,71,0
2004,3,syracuse,5,0.742,13,0.529,71,alabama,8,0.606,16,0.333,80,1
2004,3,connecticut,2,0.846,2,0.727,73,vanderbilt,6,0.697,24,0.533,53,0
2004,3,vanderbilt,6,0.697,24,0.533,53,connecticut,2,0.846,2,0.727,73,1
2004,4,kansas,4,0.719,12,0.364,71,georgiatech,3,0.737,7,0.632,79,1
2004,4,georgiatech,3,0.737,7,0.632,79,kansas,4,0.719,12,0.364,71,0
2004,4,stjosephs,1,0.938,4,0.778,62,oklahomast,2,0.882,5,0.786,64,1
2004,4,oklahomast,2,0.882,5,0.786,64,stjosephs,1,0.938,4,0.778,62,0
2004,4,duke,1,0.838,1,0.722,66,xavier,7,0.703,27,0.643,63,0
